path,opening_type,story_score,actor,observable,stake,opening
docs/lld-exercises/library-management.md,definition/meta,2,0,1,1,"!!! example ""Hypothetical last copy"" Two members try to borrow the last available copy while a third has an active hold. A  Book.available  boolean cannot represent copies, loans, reservations, and overdue state. Model those lifecycles before adding methods. Difficulty:   Beginner |   Time:   30–40 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design a library management system. The library has a catalog of books, where each title can have multiple physical copies. Members can check out and return copies. If every copy of a title is checked out, a member can join a reservation  hold  queue and gets notified when a copy becomes available. Loans have a due date, and returning a copy late accrues a fine. 2. Requirements Functional  in scope : - Catalog of  Book  titles, each backed by one or more physical  BookCopy  items -  checkout member, book   — hands out an available copy, records a due date -  return copy loan   — marks the copy back in circulation, calculates any overdue fine - If no copy is available, a member can reserve the title and joins a wait queue"
docs/lld-exercises/logger.md,scene/hook,3,1,1,1,"!!! example ""Hypothetical logging burst"" A production error emits 50,000 log events while the file sink stalls. Blocking every caller spreads the outage; dropping everything removes the evidence. Model levels, sinks, buffering, and backpressure as replaceable policies. Difficulty:   Advanced |   Time:   35–45 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design a logging library. Callers log messages at different severity levels   DEBUG ,  INFO ,  WARN ,  ERROR  . Each log record can be written to multiple output sinks simultaneously — console, a local file, a remote log-aggregation service — and each sink has its own configurable minimum level  e.g. console shows  INFO +, a remote sink only ships  WARN + to save bandwidth . A slow sink, especially the network one, must never block the calling thread. The logger is called from many application threads concurrently and must not corrupt output or lose writes. 2. Requirements Functional  in scope : -  log level, message    and convenience  debug   / info   / warn   / error     accepts a record and routes it to all configured sinks - Each sink has its own minimum level filter, independent of the others - At least three sink types: console, file, remote/network -  log    returns immediately — the calling thread never blocks on I/O, even if a sink  e.g. the network sink  is slow or temporarily unavailable"
docs/lld-exercises/lru-cache.md,definition/meta,2,0,1,1,"!!! example ""Hypothetical eviction race"" The cache is full when one thread reads the least-recent key and another inserts a new value. A dictionary finds keys quickly but cannot maintain eviction order atomically. The design must make lookup, recency updates, and eviction one coherent operation. Difficulty:   Advanced |   Time:   30–40 minutes The constraint that makes this an LLD problem instead of a two-line  dict  wrapper is   O 1  for both  get  and  put , including eviction.   Design the data structure before writing any method body. 1. Problem Statement Design an in-memory cache with a fixed capacity. When the cache is full and a new key is inserted, evict the   least recently used   entry. Both  get key   and  put key, value   must run in O 1  time. This is the class-level version of the problem;  Cache Strategies  ../performance/cache-strategies.md  and  Distributed Cache  ../system-design-exercises/distributed-cache.md  cover the same eviction idea at the system-design layer — where the cache lives, how it's sharded, what happens when a node holding the cache dies. Here, the constraint is purely algorithmic: one process, one thread of reasoning about a data structure. 2. Requirements Functional  in scope : -  get key  -  value | None  — returns the value and marks the key as most-recently-used;  None /miss if absent -  put key, value   — inserts or updates; marks as most-recently-used; evicts the LRU entry if capacity is exceeded - Fixed capacity, set at construction"
docs/lld-exercises/notification-system.md,mixed,2,1,1,0,"!!! example ""Hypothetical campaign"" A campaign targets email, SMS, and push, but one user opted out of SMS and the email provider is timing out. Nested channel conditionals turn every new provider into a risky edit. Model channel strategy, preference, retry, and delivery state separately. Difficulty:   Advanced |   Time:   40–50 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . !!! info ""This is the class-level version"" This is the single-process, class-level version. For how this scales to millions of users across queues and delivery workers, see  Notification System  ../system-design-exercises/notification-system.md . 1. Problem Statement Design a notification service, running inside a single process, that supports multiple delivery channels  email, SMS, push , multiple event types that trigger notifications  ""order shipped,"" ""password reset,"" ""comment on your post"" , per-user preferences for which channels a user has opted into for each event type, and template-based rendering of the outgoing message. 2. Requirements Functional  in scope : - Producers  e.g. an  OrderService   publish an event without knowing which channels or handlers care about it - Each registered channel decides, per event, whether the target user wants to be notified on that channel"
docs/lld-exercises/parking-lot.md,problem-led,1,0,1,0,"!!! example ""Hypothetical Saturday rush"" Two gates see the last compact spot as free. A motorcycle already occupies a large spot while a truck waits, and both attendants allocate the compact spot at once. Model size rules, allocation, and concurrency before drawing classes. Difficulty:   Beginner |   Time:   30–40 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design a parking lot with multiple levels. It has spots of different sizes  motorcycle, compact, large , accepts different vehicle types, tracks which spots are occupied, issues a ticket on entry, and calculates a fee on exit. 2. Requirements Functional  in scope : - Multiple levels, each with a fixed number of spots per size - A vehicle can only park in a spot sized appropriately for it  a motorcycle can use any spot, a car needs compact or larger - Issue a  Ticket  on entry recording entry time and spot - Calculate fee on exit based on duration and a configurable pricing strategy"
docs/lld-exercises/pub-sub.md,definition/meta,1,0,1,0,"!!! example ""Hypothetical slow subscriber"" One subscriber stops acknowledging while two healthy subscribers keep up. Synchronous delivery lets the slow consumer block everyone; blind redelivery duplicates work. Model topics, subscriptions, offsets, and delivery policy before implementation. Difficulty:   Advanced |   Time:   40–50 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design an in-process publish-subscribe broker. Publishers publish messages to named topics without knowing who — if anyone — is listening. Subscribers subscribe to a topic by name and receive every message published to it  after  they subscribe. The system supports many independent topics at once, and a subscriber can unsubscribe at any time. Design for many subscribers per topic and frequent, high-volume publish calls — this is a mechanism other in-process components build on, not a one-off feature. 2. Requirements Functional  in scope : - Create/address topics implicitly by name  publishing or subscribing to an unknown topic name just works — no separate ""create topic"" step -  subscribe topic, callback   registers a callback and returns a subscription handle/id -  unsubscribe topic, subscription id   removes that subscriber from that topic -  publish topic, message   delivers the message to every subscriber currently on that topic"
docs/lld-exercises/rate-limiter.md,mixed,2,1,1,0,"!!! example ""Hypothetical boundary race"" Two threads observe one token remaining and both admit a request. A correct rate equation with a non-atomic update is still an incorrect limiter. Make the clock, algorithm, storage, and concurrency boundary explicit. Difficulty:   Advanced |   Time:   40–50 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . This is the single-process, class-level version of rate limiting. For how this scales across multiple servers with a shared counter store, see  Rate Limiting  ../reliability/rate-limiting.md . 1. Problem Statement Design an in-process rate limiter that a service can use to throttle requests per client — a client being an API key, a user ID, or an IP address. The limiter must support multiple algorithms  token bucket, sliding window log, sliding window counter, fixed window  behind one clean interface, and expose a single method —  allow request client id  -  bool  — that middleware can call on every incoming request. 2. Requirements Functional  in scope : - Per-client limits: each client is tracked and throttled independently - A single, algorithm-agnostic entry point:  allow request client id  -  bool - Support swapping the underlying algorithm  token bucket, sliding window, etc.  without changing any caller"
docs/lld-exercises/splitwise.md,mixed,2,1,1,0,"!!! example ""Hypothetical group expense"" One dinner is split equally, another by exact amounts, and a repayment arrives while balances are being simplified. Storing only a group total loses who owes whom. Model expenses as immutable inputs and derive balances through replaceable split strategies. Difficulty:   Beginner |   Time:   30–40 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design an expense-splitting system  think Splitwise . Users belong to groups. An expense is added by one user  the payer  on behalf of a set of participants, and is split among them — equally, by exact amounts, or by percentage. The system tracks who owes whom, and can produce a   simplified summary   of net balances — the minimum set of payments that settles all debts — rather than a raw list of every individual expense. 2. Requirements Functional  in scope : - Add a user to one or more groups - Add an  Expense : payer, amount, participants, and a split strategy  equal / exact / percentage - Maintain a running balance between every pair of users who have ever shared an expense - Show a user's net balance with each other user, and a group's overall balance sheet"
docs/lld-exercises/task-scheduler.md,definition/meta,1,0,1,0,"!!! example ""Hypothetical missed run"" A worker crashes after executing a task but before acknowledging it, while a recurring run becomes due. Marking the task complete too early loses work; retrying blindly duplicates side effects. Model schedule, lease, attempt, and idempotency boundaries. Difficulty:   Advanced |   Time:   45–60 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design an in-process task scheduler. Callers submit tasks with a   priority   and/or a   scheduled execution time   — run now, run at a specific timestamp, or run after a delay. A fixed-size pool of worker threads executes submitted tasks concurrently. Among tasks that are currently eligible to run, higher-priority tasks execute before lower-priority ones. As a stretch goal, support   recurring   tasks that re-fire every N seconds until cancelled. This is the single-process version of the problem.  Distributed Job Scheduler  ../system-design-exercises/distributed-job-scheduler.md  covers the same idea at the system-design layer — leader election, leases, exactly-once execution across machines. Here, the constraint is purely about data-structure and concurrency correctness inside one process. 2. Requirements Functional  in scope : -  submit task, priority, run at=None, delay=None   — schedule a task for immediate or future execution at a given priority - A fixed-size worker pool   N  threads  pulls and executes tasks - Among tasks whose scheduled time has arrived, the highest-priority task runs next"
docs/lld-exercises/tic-tac-toe.md,definition/meta,1,0,1,0,"!!! example ""Hypothetical rule change"" The familiar 3×3 game suddenly needs an  N×N  board and  K  marks to win. Hard-coded row checks collapse under the first variation. Separate board state, move validation, player turns, and winning strategy. Difficulty:   Beginner |   Time:   20–30 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design a two-player Tic Tac Toe game on an N×N board  default N=3 . Players alternate placing their symbol on an empty cell; the game detects a win  N in a row, horizontally, vertically, or diagonally  or a draw  board full, no winner , and rejects invalid moves. The board size should not be hardcoded to 3 — design so N is a parameter, and so a future ""Connect 4""-style variant  bigger board, win condition is K-in-a-row where K < N, not ""fill the whole row""  is a plausible extension, not a rewrite. That constraint is what makes this an actual LLD problem: the naive approach — after every move, rescan every row, column, and both diagonals for N-in-a-row — is O N  per move and gets worse as the board grows for the Connect-4 variant, where you'd otherwise rescan windows across the whole board. A good design instead maintains running counters that make the win check after each move O 1 , independent of N. 2. Requirements Functional  in scope : - N×N board, N configurable at game construction  default 3 - Two players, alternating turns, each with a distinct symbol   X  /  O - Reject a move on an occupied cell, an out-of-bounds cell, or a move made after the game has ended"
docs/lld-exercises/vending-machine.md,mixed,2,1,1,0,"!!! example ""Hypothetical vend failure"" A customer inserts money, selects the last item, and the dispenser jams after inventory is reserved. Returning change, restoring stock, and preventing a second selection require explicit states—not a long chain of conditionals. Difficulty:   Intermediate |   Time:   35–45 minutes Design it yourself first — entities, classes, relationships — before reading past step 3. This page follows the  9-step approach  ../low-level-design/index.md the-9-step-approach-use-it-on-every-problem . 1. Problem Statement Design a vending machine. It has a fixed set of slots, each holding one product at one price with some remaining quantity. A user selects a slot, inserts money  coins or bills; card payment is a stretch goal , and the machine either dispenses the product and returns any change owed, or rejects the transaction and refunds what was inserted. The one rule that overrides every other design decision:   the machine must never dispense a product without having been paid in full, and it must never accept and keep payment without either dispensing the correct product or refunding the money. 2. Requirements Functional  in scope : - A fixed number of slots, each with a product, a price, and a remaining quantity - Accept coins/bills of standard denominations, tracked as running inserted total - Select-then-pay flow: select a slot, insert money, dispense once inserted total ≥ price - Return correct change  inserted total − price  using available denominations in the machine's coin reserve"
docs/low-level-design/concurrency-basics.md,scene/hook,3,1,1,1,"!!! example ""Hypothetical race"" Two workers read inventory  1 , both decrement, and both confirm an order. Each line is correct in isolation; the interleaving is not. Make the invariant and atomic boundary visible before choosing a lock or optimistic retry. Why This Exists A single-threaded  ParkingLot.park vehicle    that checks a spot is free and then marks it occupied works perfectly in every demo and fails the first time two threads  two entry gates, two API requests  call it at the same moment.   Concurrency correctness is invisible in a single-threaded walkthrough and is exactly what a Senior/Staff interviewer probes for once your class design looks clean.   This is step 9 from the  9-step approach  index.md  — the step candidates skip because the design ""already works."" !!! tip ""Mental model"" Every concurrency bug in an LLD interview reduces to the same shape:   two threads observe a shared state, both decide based on what they observed, and the state changes between the observation and the action.   ""Check-then-act"" without atomicity is the pattern to hunt for in your own design before the interviewer finds it. Threads and Shared State A thread is an independent path of execution within a process; multiple threads in the same process share memory — including the objects your LLD design created. That sharing is the entire source of concurrency bugs: two threads can read and write the same  ParkingSpot  instance simultaneously. count += 1  looks like one operation; it is read-modify-write. Two threads interleaving those three steps can both read  0 , both compute  1 , both write  1  — one increment is lost. Race Conditions A race condition is any outcome that depends on the unpredictable timing/interleaving of concurrent operations. The parking lot version: Check-then-act     is free    then  occupy     is not atomic unless you make it so. The fix is collapsing the check and the act into one operation the runtime guarantees is indivisible:"
docs/low-level-design/concurrency-execution-models.md,scene/hook,3,1,1,1,"Why This Exists Mainstream runtimes repeatedly use a small set of execution models because they're solving the same underlying problems — not because any one language invented them. Java has  ExecutorService ,  ForkJoinPool , virtual threads, and asynchronous APIs. Go has a built-in goroutine scheduler. .NET has the thread pool and  Task ; Python has  ThreadPoolExecutor  and  asyncio ; Kotlin has coroutines; Node.js has the event loop plus a small worker-thread pool.   The names differ, but the important questions transfer: what is being scheduled, how many OS threads execute it, and what happens when code waits or blocks?   Knowing those properties, not just one language's API, is what lets you answer ""how would you handle this in Go"" when everything you've built has been in Java. Three Core Thread-Oriented Shapes -   General-purpose thread pool.   A fixed  or bounded, growable  set of OS threads pulling tasks off a shared queue. Simple, predictable, and the default building block for ""run this asynchronously"" in most languages — Java's  ExecutorService , Python's  ThreadPoolExecutor , .NET's  ThreadPool , C++'s common thread-pool patterns. Every worker is a real OS thread — expensive to create  megabyte-scale stack, kernel scheduling overhead , so the pool size is capped and reused rather than spun up per task. -   Work-stealing pool.   Built specifically for divide-and-conquer, recursive parallel work — split a big task into subtasks, and let idle workers ""steal"" queued subtasks from busy workers' local queues instead of sitting idle waiting for the shared queue. Java's  ForkJoinPool , Rust's  rayon , .NET's parallel LINQ, and the scheduler underneath Go's goroutines  partially  all use this shape. It shines specifically when task sizes are uneven — a naive fixed-worker pool leaves some workers idle while one worker grinds through a large subtree; work-stealing rebalances that automatically. -   Lightweight / green threads.   Thousands to millions of user-space ""threads"" multiplexed onto a smaller number of real OS threads  often called carrier threads . The runtime scheduler — not just the OS kernel — decides which lightweight thread runs on which carrier. With scheduler-aware I/O, a blocked lightweight thread can be unmounted or parked while its carrier runs other work. This lets ordinary blocking-style code scale to high concurrency in runtimes such as Java virtual threads and Go goroutines. This category is distinct from stackless async tasks and coroutines: Python  asyncio , Node.js callbacks, Rust futures, .NET  Task , and Kotlin coroutines yield at suspension points; ordinary blocking code still blocks an executor or event-loop thread. Comparison | Aspect | General-Purpose Pool | Work-Stealing Pool | Lightweight Threads | |---|---|---|---| |   Primary use case   | Run independent asynchronous tasks — I/O calls, background jobs | Recursive, divide-and-conquer, CPU-bound parallel computation | Massive concurrency, especially I/O-bound or blocking-heavy workloads | |   Unit scheduled   | Real OS thread per worker | Real OS thread per worker | User-space thread; many per one real OS  carrier  thread | |   Cost to create one   | High — real OS thread, ~1 per unit of pool size | High — same as above | Very low — often kilobytes, not megabytes; millions are feasible |"
docs/low-level-design/design-patterns.md,scene/hook,3,1,1,1,"!!! example ""Hypothetical change request"" Checkout gains a second payment provider and every caller grows another conditional. A Strategy earns its place by isolating that variation; naming the pattern before finding the pressure would only hide the coupling. Why This Exists There are 23 patterns in the Gang of Four book and roughly six that show up repeatedly in LLD interviews, because they map directly onto the requirement phrases interviewers actually write: ""support multiple X,"" ""notify interested parties,"" ""construct a complex object step by step."" Naming a pattern the interviewer didn't ask for is the same mistake as naming CQRS on a 100-user system design problem  see  Architecture Patterns  ../architecture-patterns/index.md   — it shows recall, not judgment. !!! tip ""Mental model"" Read every pattern below as   pressure → pattern  , the same discipline as the architecture-patterns page. If you can't state the pressure in the problem statement, you haven't earned the pattern — you've decorated the design with vocabulary. Factory — ""Create the right subtype without the caller knowing which one"" Pressure:   object creation logic  which concrete class to instantiate  is scattered across the codebase, or depends on a runtime value the caller shouldn't have to branch on. What it buys:   one place to change when a new vehicle type is added, instead of every call site that constructs a  Vehicle  needing its own  if/elif .   What it costs:   an extra layer of indirection — for two subtypes that never grow, a factory is often unnecessary ceremony. Strategy — ""Swap the algorithm without touching the class that uses it"" Pressure:   a behavior needs multiple interchangeable implementations, selected at runtime — pricing rules, payment methods, sorting comparators. What it buys:    Ticket  never changes when a new pricing scheme launches — a new  PricingStrategy  subclass is the whole diff.   What it costs:   a class per variant; for one-off logic that will only ever have one implementation, this is over-abstraction."
docs/low-level-design/index.md,definition/meta,2,0,1,1,"Why This Exists System design  ../foundations/framework.md  asks ""how do a million requests survive a network partition.""   Low-level design asks a completely different question: given one machine and no scale pressure at all, is your code well-structured?   Can someone add a new payment method to your  PaymentProcessor  without editing five existing classes? Does your  ParkingLot  know too much about how a  Ticket  calculates its own fee? The two interviews fail candidates for opposite reasons. HLD punishes premature detail — drawing a class diagram before you've picked a database is a red flag. LLD punishes the opposite: staying abstract  ""I'd use a factory here""  without ever writing the class, the method signature, or the edge case that breaks it.   LLD is graded on code you actually produce  , not boxes you gesture at. !!! tip ""Mental model"" HLD asks ""where does the data live and how does it survive failure."" LLD asks ""who owns this decision, and what happens when a new requirement arrives — do you edit existing code, or add new code next to it?"" That second question is what SOLID  specifically Open/Closed  is actually testing, underneath the acronym. The Roadmap Skipping straight to step 5 is the most common failure mode. You cannot productively practice ""design a parking lot"" if you haven't internalized  why  a  Vehicle  base class with a  ParkingSpot.canFit vehicle   method beats a  switch  statement on vehicle type scattered across three classes — that judgment is steps 1–4. | Stage | Page | |-------|------| | 1. OOP Fundamentals |  OOP Fundamentals  oop-fundamentals.md  | | 2. SOLID + Design Basics |  SOLID Principles  solid-principles.md  | | 3. Design Patterns |  Design Patterns  design-patterns.md  |"
docs/low-level-design/oop-fundamentals.md,definition/meta,1,1,0,0,"!!! example ""Hypothetical change request"" A  Ticket  object calculates price, prints receipts, saves itself, and emails the buyer. One tax-rule change now touches persistence and delivery tests. Objects help when responsibilities and change boundaries become clearer—not because every noun deserves a class. Why This Exists Every LLD candidate can define ""encapsulation"" as ""hiding data."" Almost none can look at a  ParkingSpot  class with a public  is occupied  field being set directly from three different places and say  that's  the encapsulation violation costing you the interview. The definitions are not the skill.   The skill is recognizing the violation in code you're about to write, before the interviewer has to point it out. !!! tip ""Mental model"" Four pillars, one job each:   Encapsulation   protects invariants  an object controls its own state changes .   Abstraction   hides complexity behind a simple contract  you call  .pay   , you don't care how .   Inheritance   models genuine ""is-a"" relationships.   Polymorphism   lets calling code stay ignorant of which concrete type it's holding. The pillar that gets misused most in interviews is inheritance — reached for by habit when composition was the honest answer. Classes & Objects A class is a blueprint; an object is a specific instance with its own state. The interview-relevant nuance:   decide what state an object owns, and refuse to let other objects mutate it directly. Nothing outside  ParkingSpot  sets   occupied by  directly. That single decision is most of what ""good OOP"" means in an LLD interview — not the vocabulary. Encapsulation Bundling data with the methods that are allowed to change it, and refusing direct external mutation of internal state. The interview tell: a leading underscore or a property is not encapsulation by itself — encapsulation is real when   every state transition goes through a method that can enforce an invariant. !!! warning ""The violation that shows up in every LLD interview"""
docs/low-level-design/solid-principles.md,definition/meta,2,1,0,1,"!!! example ""Hypothetical change request"" A  Ticket  class prices, prints, persists, and notifies. Adding a new receipt format breaks database tests, and changing storage risks pricing. Follow this class through each SOLID pressure before learning the initials. Why This Exists SOLID is five letters candidates can recite and almost never apply under pressure. The reason: each principle sounds like a rule about code style, when it's actually a rule about   where the pain shows up when a requirement changes.   Learn them as ""what breaks and why,"" not as definitions, and you'll recognize a violation while you're writing the code instead of after the interviewer asks ""what if we add a new payment type?"" !!! tip ""Mental model"" Four of the five letters are really one idea wearing different clothes:   don't make a class know about, or depend on, more than it has to.   SRP limits what a class does. ISP limits what it's forced to implement. DIP limits what it depends on directly. OCP is the payoff: if the other three are done, adding behavior means adding a class, not editing one. S — Single Responsibility Principle A class should have one reason to change. Not ""one method"" —   one axis of change. A pricing-model change, a receipt-format change, and a storage-engine swap are three unrelated reasons this one class gets edited — and three unrelated teams stepping on the same file. !!! warning ""SRP is not 'small classes'"" Splitting a class into ten tiny pieces that all change together for the same reason is not SRP — it's fragmentation with extra steps. SRP is about reasons to change, not line count. O — Open/Closed Principle"
docs/messaging/index.md,scene/hook,3,1,1,1,"1 producer → 1 partition → 1 consumer works until it does not. Why This Exists A queue is how you say   ""this does not have to happen right now."" When a user uploads a video, the synchronous path — transcode to five resolutions, generate thumbnails, run moderation, notify followers — takes four minutes. Nobody waits four minutes for an HTTP response. So you accept the upload, drop a message on a queue, return  202 Accepted  in 50 ms, and let workers do the slow part. That single move buys you three things at once: -   Latency  : the user gets a response immediately. -   Buffering  : a traffic spike queues up instead of knocking over the transcoder. The queue absorbs the burst. -   Decoupling  : the transcoder can be down for ten minutes and nothing is lost — work resumes from the backlog. And it costs you one thing that shows up in every interview follow-up:   the system is now eventually consistent, and you must design for messages arriving twice, out of order, or much later than you expected. Mental Model The queue turns a   failure   into a   delay  . That is the whole value proposition, and also the whole risk: delays are invisible until someone measures them. An unmonitored backlog is an outage nobody has noticed yet. Queue vs Log — The Distinction People Get Wrong"
docs/messaging/kafka-internals-pulsar-comparison.md,definition/meta,2,0,1,1,"Why This Exists You know Kafka works. But when you're designing a system, you need to know: 1.   How does Kafka actually guarantee order and durability?    answer: in-sync replicas + leader 2.   What breaks during a rebalance?    answer: eager rebalances stop group consumption; cooperative rebalancing reduces that disruption; latency still spikes for moved partitions 3.   Can you get exactly-once semantics?    answer: yes, but read carefully 4.   What is consumer lag, and why does it matter?    answer: it's the outage metric 5.   When is Kafka wrong for this job?    answer: when you need multi-tenancy, or Pulsar's scaling model This page teaches the internals, the failure modes, and the Pulsar alternative. Part 1: Kafka Internals — How It Actually Works In-Sync Replicas  ISR : The Source of Truth Every partition has   N replicas   distributed across N brokers. One is the   leader  ; the rest are   followers  . The   ISR   is the subset of replicas that are fully caught up:   ISR ⊆ replicas  . A lagging follower is still a replica; it is   not   in the ISR until it catches up. The ISR guarantee:   A message is considered   committed    durable  only after:"
docs/messaging/kafka.md,definition/meta,2,0,1,1,"Why This Exists Start with a simple problem:   1 producer → 1 topic → 1 consumer, 10 MB/s  . Works perfectly. Now: what happens at   500 MB/s  ? A single consumer can't keep up. You need to parallelize consumption. But you can't just add random consumers — you'd process the same messages multiple times or miss messages. This is why Kafka has   partitions   and   consumer groups  . Mental Model Key rules: 1. Each partition is consumed by   exactly one consumer   within a group at a time 2. The Kafka   log   within a partition is an ordered append sequence 3. Messages across partitions have no global order 4. Consumer processing and end-to-end side effects are not automatic log-order guarantees 5. More consumers than partitions → some consumers are idle"
docs/messaging/patterns.md,definition/meta,1,0,0,1,"Why This Exists Start with the simplest possible async system:   one producer writes a message, one consumer reads it, does the work. That works until any of these show up: Kafka  or SQS, or RabbitMQ  doesn't solve these for you — the  pattern  you build on top does. This page is the vocabulary and the patterns that apply whether you're on Kafka, SQS, RabbitMQ, or Google Pub/Sub. See  Kafka Deep Dive  kafka.md  for how one specific broker implements partitions and consumer groups underneath these patterns. !!! tip ""Mental Model"" Every messaging problem is answered by three questions:   who gets the message    one consumer or many? ,   what happens when a consumer fails    retry, or dead-letter? , and   what does ""delivered"" promise    at-most-once, at-least-once, or effectively-exactly-once? . Get the answers explicit before you draw a queue. Abstraction Levels === ""Mental Model"" A queue is a buffer and a contract: who receives, what retry means, and whether ""processed"" is the same as ""appended."" === ""Interview Simplification"" ""At-least-once plus idempotent consumers; DLQ for poison; outbox so DB commit and publish don't split."" The right default sentence. === ""Production Reality"""
docs/messaging/pulsar-primer.md,definition/meta,0,0,0,0,"Why This Exists You've decided Pulsar might be right for your use case. This page answers:   How do you actually run it?   What does the architecture look like on day one, how do you configure multi-tenancy, what operational tasks are different from Kafka, and what are the gotchas? This is not Pulsar marketing. This is what you need to know to operate it in production. Architecture at a Glance Key difference from Kafka:   Brokers are   stateless  . All data lives in BookKeepers. This means: - Add a broker = instant  no data rebalancing - Remove a broker = no cascading effect - A broker restart = clients reconnect, no rebalance Setup: Minimal Cluster Local Development  Docker Production Cluster  3 nodes minimum Ensemble/Quorum explanation     Qa ≤ Qw ≤ E  :"
docs/networking/grpc-http-k8s-load-balancing.md,definition/meta,2,1,0,1,"!!! example ""Hypothetical incident"" A Kubernetes Service balances one long-lived HTTP/2 connection to a single pod while its siblings sit idle. Request-level load balancing never gets a chance to act. Trace connection lifetime and stream multiplexing before choosing where balancing belongs. Why This Exists You've chosen your protocol  HTTP, gRPC, HTTP/2 . Now you deploy it. In development, everything works. In production, 80% of traffic goes to one backend and that backend is now the bottleneck. This page explains why it happens and how to fix it. The root cause is almost always   connection pooling + load balancer + service discovery   interacting in ways nobody expected. Part 1: Connection Model Fundamentals Streams multiplex onto one connection; connections pin to one backend. HTTP/1.1 spreads load because it opens several connections. HTTP/2 and gRPC concentrate load because they deliberately reuse one — that's the root of the hotspot problem this page works through. HTTP/1.1 Key properties: - ✓ Traffic distributed  pooling across N backends - ✓ Connection setup cost amortized  connection reused - ✗ Pool size must match concurrency  if 1000 concurrent requests, need pool size ≥ 1000"
docs/networking/http-tcp.md,scene/hook,3,1,1,1,"!!! example ""Hypothetical incident"" The API is “slow,” application traces are empty, and the client spends two seconds before sending HTTP bytes. DNS, connection establishment, TLS, and pooling each own a different interval. Locate the missing time before tuning the server. Why This Exists A user types  https://api.shop.com/orders . Twenty things happen before your handler runs. Interviews  and incidents  fail when someone says ""the API is slow"" without knowing   which hop   — DNS cache, SYN drop, TLS, HTTP/1.1 head-of-line, LB idle timeout, or the app. This page is the path:   browser → DNS → TCP → TLS → HTTP → LB → backend  , and the failure modes hiding in each acronym. !!! tip ""Mental Model"" IP is the postcard address. UDP is dropping the postcard in a mailbox. TCP is a phone call: you both agree you are talking  handshake , you number every sentence  seq , you repeat yourself if the other person says ""what?""  ACK / retransmit , and you hang up politely  FIN  or slam the phone  RST . HTTP is the  conversation  you have once the call is up. HTTP/2 is several conversations on one call. HTTP/3 is the same conversations, but the ""call"" is QUIC over UDP so a lost packet does not mute every other sentence. Abstraction Levels === ""Mental Model"" IP addresses a host, TCP turns unreliable packets into a reliable ordered byte stream, TLS encrypts it, and HTTP is the request/response conversation riding on top. === ""Interview Simplification"" ""HTTP/2 multiplexes requests over one TCP connection; HTTP/3/QUIC fixes head-of-line blocking by moving to UDP with independent per-stream delivery."" Accurate enough to state directly."
